doctor_id,doctor_id,title,name,city1,city2,region,specialization,reviews,telemedicine,price
1359,366895,Dr.,Diego Latini Maioli,São Lourenço,rio-de-janeiro,minas-gerais-mg,cirurgiao-do-aparelho-digestivo,5.0,0,200.0
1360,746793,Dra.,Ana Luiza Gatti Machado,Belo Horizonte,belo-horizonte,minas-gerais-mg,dermatologista,47.0,1,350.0
1361,755151,Dra.,Luiza Faria Soares Ferreira,Perdões,perdoes,minas-gerais-mg,geriatra,0.0,0,300.0
1362,758821,Dr.,Fábio Silveira Duarte,Belo Horizonte,belo-horizonte,minas-gerais-mg,geriatra,0.0,0,350.0
1363,783948,Dra.,Lorenna Campos Venâncio Sanglard,Caratinga,caratinga,minas-gerais-mg,geriatra,0.0,0,250.0
1364,362150,Dra.,Ana Heloisa Correia Bresque Kuniochi,Montes Claros,montes-claros,minas-gerais-mg,endocrinologista,0.0,0,200.0
1365,697068,Dra.,Luanna Rocha Vieira  Martins,Belo Horizonte,belo-horizonte,minas-gerais-mg,otorrino,52.0,1,200.0
1366,711140,,Indira Araujo De Almeida,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,36.0,1,150.0
1367,763935,,Loreta Andrade,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,6.0,0,100.0
1368,315084,Dr.,Ricardo Brandão Amarante,João Monlevade,mariana,minas-gerais-mg,psiquiatra,34.0,0,250.0
1369,749420,,Luiza Xavier,Belo Horizonte,belo-horizonte,minas-gerais-mg,terapeuta-complementar,2.0,0,120.0
1370,262326,,Henrique Esteves Magalhães,Uberlândia,uberlandia,minas-gerais-mg,cirurgiao-buco-maxilo-facial,0.0,0,180.0
1371,626470,Dra.,Daniela Lopes,Conselheiro Lafaiete,conselheiro-lafaiete,minas-gerais-mg,dermatologista,64.0,0,250.0
1372,257990,Dr.,Lincoln Alves Dos Santos,Belo Horizonte,belo-horizonte,minas-gerais-mg,endocrinologista,95.0,0,250.0
1373,361957,Dra.,Natália Tiago Sena,Juiz de Fora,juiz-de-fora,minas-gerais-mg,endocrinologista,325.0,0,270.0
1374,734926,Dra.,Rafaela Silva Duarte,Belo Horizonte,belo-horizonte,minas-gerais-mg,generalista,15.0,0,72.0
1375,700129,Dr.,Rogerio Leal,Juiz de Fora,juiz-de-fora,minas-gerais-mg,medico-clinico-geral,0.0,0,190.0
1376,49601,Dra.,Ana Carolina Gonçalves Ribeiro De Carvalho,Belo Horizonte,belo-horizonte,minas-gerais-mg,otorrino,2.0,0,400.0
1377,753411,Dr.,João Bomfim,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,55.0,1,400.0
1378,338671,Dr.,Gustavo Vilela Costa Pinto,Belo Horizonte,belo-horizonte,minas-gerais-mg,radiologista,0.0,0,400.0
1379,693657,,Aline Galantinni,Belo Horizonte,belo-horizonte,minas-gerais-mg,terapeuta-complementar,1.0,0,80.0
1380,440815,Dr.,José Fábio Tafuri Cimino,Belo Horizonte,belo-horizonte,minas-gerais-mg,cardiologista,7.0,0,400.0
1381,754302,Dr.,Gustavo Bellozi De Araújo,Viçosa,vicosa,minas-gerais-mg,cirurgiao-buco-maxilo-facial,0.0,0,200.0
1382,427226,Dra.,Priscila Saraiva,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-plastico,66.0,0,200.0
1383,79743,Dra.,Giovana Maria Vieira Oliveira Ribeiro,Uberaba,uberaba,minas-gerais-mg,dermatologista,5.0,1,360.0
1384,69095,Dra.,Lilian Teixeira Maselli,Belo Horizonte,belo-horizonte,minas-gerais-mg,endocrinologista,210.0,0,450.0
1385,629821,Dra.,Juliana De Carvalho Campos,Nova Lima,nova-lima,minas-gerais-mg,pediatra,65.0,0,350.0
1386,779022,Dra.,Taisa Alves,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,4.0,1,150.0
1387,759827,,Bruno Maracia,Belo Horizonte,belo-horizonte,minas-gerais-mg,terapeuta-complementar,2.0,0,70.0
1388,135784,Dr.,Daniel Mourao Franca,Contagem,contagem,minas-gerais-mg,urologista,17.0,0,200.0
1389,43736,Dr.,Hugo Silva Neves,Juiz de Fora,juiz-de-fora,minas-gerais-mg,urologista,27.0,1,250.0
1390,733845,Dr.,Rodolfo Samker,Poços de Caldas,pocos-de-caldas,minas-gerais-mg,cardiologista,14.0,0,350.0
1391,691778,,Thiago Martelli,Congonhas,congonhas,minas-gerais-mg,cirurgiao-buco-maxilo-facial,0.0,0,200.0
1392,701166,Dr.,Antonio Brito,Janaúba,janauba,minas-gerais-mg,ginecologista,128.0,0,300.0
1393,432086,Dra.,Rita De Cassia Lopes Souza Amaral,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,71.0,0,450.0
1394,155373,Dra.,Fabiana Veloso Ferreira,Juiz de Fora,juiz-de-fora,minas-gerais-mg,neurologista,194.0,0,300.0
1395,706455,Dr.,Túlio Nativ Amorim De Jesus,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-buco-maxilo-facial,0.0,0,220.0
1396,203361,Dra.,Paula De Rezende Salomão,Belo Horizonte,belo-horizonte,minas-gerais-mg,dermatologista,4.0,0,450.0
1397,7418,Dr.,Vinicius Dias Cunha Ferreira,Belo Horizonte,belo-horizonte,minas-gerais-mg,dentista,15.0,0,150.0
1398,748386,Dra.,Lorenna Rodrigues Martins,Montes Claros,montes-claros,minas-gerais-mg,fonoaudiologo,1.0,0,120.0
1399,699917,Dra.,Juliana Francisca Moreira,Belo Horizonte,belo-horizonte,minas-gerais-mg,nutricionista,0.0,0,200.0
1400,782622,Dra.,Mariana Cata Preta De Barros,Belo Horizonte,belo-horizonte,minas-gerais-mg,otorrino,0.0,0,75.0
1401,34531,Dr.,Emerson Froede,Divinópolis,divinopolis,minas-gerais-mg,pneumologista,0.0,0,350.0
1402,695024,Dr.,Frederico Duarte Garcia,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,29.0,1,800.0
1403,684196,,Mateus Moreira,Uberlândia,uberlandia,minas-gerais-mg,terapeuta-complementar,1.0,0,90.0
1404,96576,Dr.,Bruno Alencar Fonseca,Belo Horizonte,belo-horizonte,minas-gerais-mg,cardiologista,35.0,0,250.0
1405,774498,Dr.,Warley Cristiano De Souza,Contagem,contagem,minas-gerais-mg,urologista,7.0,0,200.0
1406,490774,Dr.,Cássio Guimarães,Belo Horizonte,belo-horizonte,minas-gerais-mg,dermatologista,51.0,1,400.0
1407,161465,Dra.,Renata Bibiani De Aguiar Marques,Belo Horizonte,belo-horizonte,minas-gerais-mg,dermatologista,20.0,1,350.0
1408,171566,Dr.,Lucas Ribeiro,Lavras,lavras,minas-gerais-mg,endocrinologista,11.0,0,250.0
1409,775328,Dra.,Maila Santana Izidorio Pimenta,Belo Horizonte,belo-horizonte,minas-gerais-mg,dentista,13.0,0,1500.0
1410,682459,Dra.,Paula Souza,Juiz de Fora,juiz-de-fora,minas-gerais-mg,fisioterapeuta,1.0,0,80.0
1411,215379,Dra.,Cecilia De Souza Monteiro,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,71.0,1,350.0
1412,443172,Dr.,Isac Alaor Dias,Uberlândia,uberlandia,minas-gerais-mg,neurocirurgiao,8.0,0,450.0
1413,33213,Dr.,Eric Grossi Morato,Belo Horizonte,belo-horizonte,minas-gerais-mg,neurocirurgiao,78.0,0,350.0
1414,725830,Dra.,Fernanda Rabelo,Belo Horizonte,belo-horizonte,minas-gerais-mg,nutricionista,42.0,0,280.0
1415,490969,Dra.,Isabela Savassi Guimaraes,Belo Horizonte,belo-horizonte,minas-gerais-mg,oftalmologista,23.0,0,400.0
1416,248696,Dr.,Ramon Mota,Espera Feliz,espera-feliz,minas-gerais-mg,ortopedista-traumatologista,12.0,1,180.0
1417,779342,Dra.,Patrícia Grossi,Conselheiro Lafaiete,conselheiro-lafaiete,minas-gerais-mg,pediatra,0.0,1,200.0
1418,780940,,Ellen Lilian De Faria Guimarães,Belo Horizonte,belo-horizonte,minas-gerais-mg,terapeuta-complementar,4.0,0,130.0
1419,285567,Dr.,Carlos Augusto Aglio,Belo Horizonte,belo-horizonte,minas-gerais-mg,urologista,45.0,0,250.0
1420,738735,Dr.,Lucas Vilela Neto,Varginha,varginha,minas-gerais-mg,urologista,68.0,0,300.0
1421,410671,Dr.,Juliano Silva Oliveira,Montes Claros,montes-claros,minas-gerais-mg,cirurgiao-do-aparelho-digestivo,4.0,0,280.0
1422,760584,Dra.,Juliana Cristina Pimenta Pinto,Belo Horizonte,belo-horizonte,minas-gerais-mg,dentista,18.0,0,150.0
1423,762276,,Letícia Carolina Rezende,Contagem,contagem,minas-gerais-mg,psicologo,40.0,1,100.0
1424,765623,,Pâmela Sulamita,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,6.0,1,100.0
1425,26339,Dra.,Helane Cristina Pinheiro Domingues,Belo Horizonte,belo-horizonte,minas-gerais-mg,angiologista,2.0,0,300.0
1426,690430,Dr.,Andre Luiz Almeida Neves,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-plastico,9.0,0,300.0
1427,521144,Dr.,Rodrigo Lopes,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-plastico,3.0,0,400.0
1428,748053,Dra.,Daniela De Sá,Belo Horizonte,belo-horizonte,minas-gerais-mg,gastroenterologista,6.0,0,250.0
1429,727536,Dra.,Laura Gargiulo Silva,Belo Horizonte,belo-horizonte,minas-gerais-mg,generalista,4.0,0,72.0
1430,701867,Dra.,Lívia Da Silveira Barbosa Ribeiro,Lavras,lavras,minas-gerais-mg,ginecologista,207.0,1,250.0
1431,219401,Dr.,Alexandre Fernandes De Azevedo,Belo Horizonte,belo-horizonte,minas-gerais-mg,otorrino,5.0,0,350.0
1432,755075,Dr.,André Maia Soares,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,5.0,1,300.0
1433,772947,Dra.,Anlles Viana Santos,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,57.0,1,250.0
1434,275788,Dra.,Julia Machado Khoury,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,148.0,1,300.0
1435,705661,,Mariana Casarin Guterres,Belo Horizonte,belo-horizonte,minas-gerais-mg,terapeuta-complementar,1.0,0,250.0
1436,695846,Dr.,Maicon Paiva,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-buco-maxilo-facial,2.0,0,180.0
1437,466410,Dr.,Bruno Sevarolli,Juiz de Fora,juiz-de-fora,minas-gerais-mg,dentista,121.0,0,200.0
1438,517492,Dra.,Kenia Gouveia,Ituiutaba,ituiutaba,minas-gerais-mg,nutrologo,0.0,0,350.0
1439,776750,Dra.,Roseana Rozinholi,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicanalista,8.0,1,100.0
1440,762794,Dr.,Eduardo Vitor,Belo Horizonte,belo-horizonte,minas-gerais-mg,urologista,19.0,1,350.0
1441,25566,Dr.,Yuji Xavier Eto,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-do-aparelho-digestivo,7.0,0,250.0
1442,183508,Dr.,Joaquim Carlos De Barcelos Martins,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-geral,125.0,1,500.0
1443,326537,Dra.,Ana Carolina Rocha Cunha,Uberlândia,uberlandia,minas-gerais-mg,endocrinologista,52.0,1,400.0
1444,765697,,Mayra Freire,Ipatinga,ipatinga,minas-gerais-mg,fonoaudiologo,0.0,0,197.0
1445,750193,,Raísa Cunha,Belo Horizonte,belo-horizonte,minas-gerais-mg,fisioterapeuta,3.0,0,70.0
1446,762793,Dra.,Gabriela Garcia,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,5.0,1,250.0
1447,336801,,Carolina Campos Machado Marques Horta,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,14.0,1,120.0
1448,308578,,Leandro Pinheiro,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicanalista,14.0,1,150.0
1449,337120,,Caroline Helena,Contagem,contagem,minas-gerais-mg,psicologo,1.0,0,60.0
1450,110464,Dra.,Marina Sathler,Belo Horizonte,belo-horizonte,minas-gerais-mg,dermatologista,39.0,1,150.0
1451,303064,Dra.,Ana Paula Coelho,Belo Horizonte,belo-horizonte,minas-gerais-mg,dermatologista,82.0,0,120.0
1452,746676,Dra.,Cibele Cecconi,Lavras,lavras,minas-gerais-mg,fonoaudiologo,0.0,0,120.0
1453,530500,,Fatima Aquino,Pouso Alegre,pouso-alegre,minas-gerais-mg,fonoaudiologo,0.0,0,150.0
1454,666468,Dra.,Pilar Mottinha Campanha,Juiz de Fora,juiz-de-fora,minas-gerais-mg,ginecologista,58.0,1,200.0
1455,689035,Dra.,Amanda Salvo,Belo Horizonte,belo-horizonte,minas-gerais-mg,medico-clinico-geral,44.0,1,210.0
1456,622931,Dr.,Filipe Fernandes,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,116.0,0,500.0
1457,725389,,Lucas Kane,Belo Horizonte,belo-horizonte,minas-gerais-mg,terapeuta-complementar,1.0,0,200.0
1458,144099,,Jose Henrique Pereira Pinto,Itajubá,itajuba,minas-gerais-mg,alergista,0.0,0,350.0
1459,653777,Dra.,Caroline Homem,Belo Horizonte,contagem,minas-gerais-mg,dermatologista,40.0,0,150.0
1460,737816,Dr.,Luiz Flávio Ferreira Filho,Belo Horizonte,belo-horizonte,minas-gerais-mg,generalista,2.0,0,100.0
1461,369986,Dra.,Tarina Oliveira Santos Bigarella,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,34.0,1,400.0
1462,783839,,Ruze-Robelli Vasconcelos Oliveira,Contagem,contagem,minas-gerais-mg,psicanalista,3.0,1,200.0
1463,626602,,Lisieux Marc Araujo,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,22.0,1,120.0
1464,756554,,Barbara Martins De Melo,Sete Lagoas,sete-lagoas,minas-gerais-mg,psicologo,0.0,0,70.0
1465,664175,,Elizangela Mendes,Ibirité,ibirite,minas-gerais-mg,psicopedagogo,0.0,0,100.0
1466,266818,Dra.,Ana Luísa Ferreira Neiva Moreira,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,30.0,1,350.0
1467,327269,Dra.,Yumara Siqueira De Castro,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,129.0,1,500.0
1468,713524,,Nadia Carvalho Machado,Juiz de Fora,juiz-de-fora,minas-gerais-mg,fisioterapeuta,3.0,0,120.0
1469,750743,Dra.,Camila Maria Alves Fernandes,Sabará,belo-horizonte,minas-gerais-mg,oftalmologista,3.0,0,170.0
1470,740489,,Daniel Pazzini Martins Guedes,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,10.0,1,100.0
1471,480173,Dra.,Ana Cristina Dias De Paiva,Belo Horizonte,belo-horizonte,minas-gerais-mg,mastologista,1.0,0,250.0
1472,695637,Dr.,André Villani Correa Mafra,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-plastico,7.0,0,300.0
1473,776408,Dr.,Alexandre Motta Macedo,Uberlândia,uberlandia,minas-gerais-mg,cirurgiao-plastico,7.0,0,350.0
1474,119879,Dr.,Marco Aurelio Silveira Almeida,Machado,machado,minas-gerais-mg,endocrinologista,10.0,0,200.0
1475,158059,Dr.,Breno De Freitas Tavares,Sete Lagoas,sete-lagoas,minas-gerais-mg,endocrinologista,0.0,0,300.0
1476,492594,Prof.,Daniel Baumfeld,Belo Horizonte,belo-horizonte,minas-gerais-mg,ortopedista-traumatologista,32.0,1,480.0
1477,660924,Dra.,Maria Eugênia Silveira Sena,Belo Horizonte,belo-horizonte,minas-gerais-mg,pediatra,54.0,0,200.0
1478,135627,Dr.,Tiago Castro E Couto,Uberlândia,uberlandia,minas-gerais-mg,psiquiatra,155.0,0,550.0
1479,260221,Dr.,Michel Salim Khouri,Visconde Do Rio Branco,vicosa,minas-gerais-mg,urologista,43.0,1,200.0
1480,748124,Dr.,Paulo Vinícius Lopes,Belo Horizonte,belo-horizonte,minas-gerais-mg,urologista,33.0,1,200.0
1481,691775,Dr.,Marco Antonio Salum,Belo Horizonte,belo-horizonte,minas-gerais-mg,angiologista,8.0,0,180.0
1482,123238,Dra.,Vanessa Machado Pinto Ribeiro,Belo Horizonte,belo-horizonte,minas-gerais-mg,dermatologista,106.0,0,200.0
1483,14791,Dra.,Fabyulla Amaral Fernandes,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,96.0,1,200.0
1484,155144,Dra.,Carmen S Penna G Lages,Belo Horizonte,belo-horizonte,minas-gerais-mg,oftalmologista,33.0,0,300.0
1485,305432,Dr.,Ildeu Afonso Almeida Filho,Belo Horizonte,belo-horizonte,minas-gerais-mg,ortopedista-traumatologista,14.0,0,600.0
1486,696496,Dr.,Marcos Thadeu Rangel L’hotellier,Juiz de Fora,juiz-de-fora,minas-gerais-mg,pneumologista,1.0,0,250.0
1487,586348,,Gabriela De Campos Paschoalini,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,23.0,1,170.0
1488,80999,,Fábio Alves Dos Reis,Uberlândia,uberlandia,minas-gerais-mg,psicologo,35.0,1,250.0
1489,756353,Dr.,Luiz Rogério Tafuri De Araujo,Juiz de Fora,juiz-de-fora,minas-gerais-mg,urologista,14.0,0,300.0
1490,209711,Dra.,Ludmilla Malveira Lima Lopes,Montes Claros,montes-claros,minas-gerais-mg,endocrinologista,64.0,0,200.0
1491,684970,Dra.,Amanda Lopes,Belo Horizonte,belo-horizonte,minas-gerais-mg,dentista,14.0,0,200.0
1492,560719,,Carolina Ghelli Ferreira De Melo,Belo Horizonte,belo-horizonte,minas-gerais-mg,fonoaudiologo,0.0,0,150.0
1493,723069,,Leandro Freitas,Itaguara,itaguara,minas-gerais-mg,fonoaudiologo,0.0,0,100.0
1494,270547,Dr.,Heber Lima Ribeiro,Lavras,lavras,minas-gerais-mg,neurocirurgiao,11.0,0,500.0
1495,780657,Dr.,Jose Motta,Três Corações,tres-coracoes,minas-gerais-mg,nefrologista,0.0,0,300.0
1496,695820,Dra.,Fernanda Herculano,Juiz de Fora,juiz-de-fora,minas-gerais-mg,neurologista,31.0,1,300.0
1497,694898,Dra.,Belisa Lopes Alvares Santos,Leopoldina,juiz-de-fora,minas-gerais-mg,neurologista,27.0,0,300.0
1498,102257,Dra.,Sheila Cardoso Rosa,Araxá,araxa,minas-gerais-mg,psiquiatra,62.0,1,350.0
1499,539817,Dra.,Kelly Pereira Robis,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,138.0,1,700.0
1500,763900,Dr.,Leandro Napier De Souza,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-buco-maxilo-facial,0.0,0,350.0
1501,368934,Dr.,Rodrigo Ferreira Alves,Uberlândia,uberlandia,minas-gerais-mg,cirurgiao-geral,1.0,0,400.0
1502,354817,Dr.,Rogerio De Oliveira Nascimento,Belo Horizonte,belo-horizonte,minas-gerais-mg,endocrinologista,202.0,0,200.0
1503,778939,Dr.,Nilton Mendes Guerra,Manhuaçu,manhuacu,minas-gerais-mg,nefrologista,0.0,0,350.0
1504,81095,,Nathália Santos Blancato Silluzio,Belo Horizonte,belo-horizonte,minas-gerais-mg,nutricionista,120.0,0,250.0
1505,437793,Dra.,Nara Sulmonett,Belo Horizonte,belo-horizonte,minas-gerais-mg,pneumologista,0.0,0,350.0
1506,772425,,Natalia Cristina Ribeiro Pacheco,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,11.0,1,130.0
1507,770177,Dr.,Cristiano Felix Dos Santos Silva Filho,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,14.0,1,250.0
1508,517344,Dr.,Bruno Brandão Carreira,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,190.0,1,300.0
1509,771663,Dra.,Gabriela Guedes Da Silva,Belo Horizonte,belo-horizonte,minas-gerais-mg,dentista,1.0,0,150.0
1510,734821,,Camila Morais,Belo Horizonte,belo-horizonte,minas-gerais-mg,fonoaudiologo,0.0,0,200.0
1511,536068,Dr.,Edgar F. Gomes,Sete Lagoas,sete-lagoas,minas-gerais-mg,generalista,2.0,0,50.0
1512,740471,Dr.,Antônio Fábio Gama,Itajubá,itajuba,minas-gerais-mg,geriatra,0.0,0,300.0
1513,285240,Dra.,Maria Margarida Ribeiro De Souza,Nova Lima,nova-lima,minas-gerais-mg,oftalmologista,2.0,0,250.0
1514,748556,,Ana Flávia Mororó,Uberlândia,uberlandia,minas-gerais-mg,psicologo,24.0,0,150.0
1515,753666,Dr.,Renato Gomes De Souza Nascimento,Belo Horizonte,belo-horizonte,minas-gerais-mg,urologista,9.0,0,180.0
1516,13383,Dr.,Bruno Parreira De Melo,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-geral,19.0,0,300.0
1517,752166,Dr.,Igor Saint'clair De Castro Doco,Nova Serrana,nova-serrana,minas-gerais-mg,cirurgiao-geral,5.0,0,200.0
1518,763080,,Cristina Santana,Belo Horizonte,belo-horizonte,minas-gerais-mg,fonoaudiologo,0.0,0,180.0
1519,741455,,Thais Castro,Pouso Alegre,pouso-alegre,minas-gerais-mg,fonoaudiologo,0.0,0,150.0
1520,356034,Dra.,Michelle Bazilio Da Matta,Juiz de Fora,juiz-de-fora,minas-gerais-mg,fisioterapeuta,2.0,0,60.0
1521,735767,Dra.,Ana Clara Vale Gregl,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,62.0,0,350.0
1522,91880,Dr.,Leonardo Romano Tiburcio,Nova Lima,nova-lima,minas-gerais-mg,oftalmologista,35.0,0,390.0
1523,721954,,Renata Amaral,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,16.0,1,150.0
1524,713193,Dr.,Márcio Santana Monteiro,Ipatinga,ipatinga,minas-gerais-mg,psicologo,26.0,0,120.0
1525,711788,Dra.,Aline Cabello,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-buco-maxilo-facial,0.0,0,200.0
1526,738820,Dr.,Henrique Moura,Ipatinga,ipatinga,minas-gerais-mg,coloproctologista,0.0,0,200.0
1527,204712,Dra.,Joana Barbosa,Belo Horizonte,belo-horizonte,minas-gerais-mg,dermatologista,30.0,1,275.0
1528,767053,,Natalia Cristina Bocato Celestino,Belo Horizonte,belo-horizonte,minas-gerais-mg,fonoaudiologo,0.0,0,200.0
1529,423757,,Lucas Gusmão Dos Santos,Belo Horizonte,belo-horizonte,minas-gerais-mg,nutricionista,13.0,0,250.0
1530,724095,Dra.,Pollyana Castilho,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,46.0,1,350.0
1531,694433,Dr.,Ihan Bruno Lopes Rabelo,Divinópolis,divinopolis,minas-gerais-mg,reumatologista,0.0,0,350.0
1532,779567,Dr.,Narciso Volpe Júnior,Uberlândia,uberlandia,minas-gerais-mg,reumatologista,0.0,0,700.0
1533,145433,Dra.,Isabela Pitanga,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-geral,1.0,0,220.0
1534,745449,,Isabella Souza,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,27.0,0,120.0
1535,128468,Dr.,Kassem Souki,Pará de Minas,para-de-minas,minas-gerais-mg,psiquiatra,53.0,0,400.0
1536,90363,Dr.,Charles Rios Souza,Belo Horizonte,belo-horizonte,minas-gerais-mg,cardiologista,73.0,0,300.0
1537,489897,Dr.,Saul Isaac Garrido Santillan,Uberaba,uberaba,minas-gerais-mg,cirurgiao-geral,14.0,0,250.0
1538,418871,Dr.,Bruno Luís Pimentel Farnese,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-geral,1.0,1,500.0
1539,701629,Dr.,Rodrigo De Padua Safatle Soares,São Sebastião Do Paraíso,sao-sebastiao-do-paraiso,minas-gerais-mg,coloproctologista,0.0,0,250.0
1540,382104,Dra.,Andréa Pardo,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,372.0,0,350.0
1541,6287,Dr.,Rodrigo Vidal Simões,Belo Horizonte,belo-horizonte,minas-gerais-mg,otorrino,120.0,0,200.0
1542,409422,Dr.,Eduardo Machado Rossi Monteiro,Belo Horizonte,belo-horizonte,minas-gerais-mg,otorrino,86.0,0,350.0
1543,775581,,Jussara Campos Machado,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,16.0,1,130.0
1544,303485,Dr.,Rodrigo Mendes D'angelis,Araguari,araguari,minas-gerais-mg,psiquiatra,40.0,1,450.0
1545,259527,Dr.,Luiz Carlos De Araujo,Juiz de Fora,juiz-de-fora,minas-gerais-mg,urologista,24.0,0,300.0
1546,443443,Dr.,Matheus Cabral Timoteo,Belo Horizonte,belo-horizonte,minas-gerais-mg,generalista,2.0,0,120.0
1547,394667,Dra.,Andrea Dayrell Andrade,Belo Horizonte,belo-horizonte,minas-gerais-mg,pediatra,59.0,0,150.0
1548,522777,Dra.,Gabriela Miana De Mattos Paixão,Belo Horizonte,belo-horizonte,minas-gerais-mg,cardiologista,21.0,0,200.0
1549,195506,Dra.,Luciane Nobre Silva Ribeiro,Montes Claros,montes-claros,minas-gerais-mg,dentista,87.0,0,120.0
1550,66143,Dra.,Letícia Aparecida Naves Borges,Araguari,uberlandia,minas-gerais-mg,oftalmologista,204.0,0,150.0
1551,387140,Dr.,Diego Nascimento Moraes,Belo Horizonte,belo-horizonte,minas-gerais-mg,cardiologista,44.0,0,150.0
1552,290713,Dr.,Mario Guido Silva Miranda Filho,Belo Horizonte,belo-horizonte,minas-gerais-mg,cardiologista,76.0,0,500.0
1553,52440,Dr.,Bruno Chamone,Belo Horizonte,belo-horizonte,minas-gerais-mg,coloproctologista,0.0,0,350.0
1554,582327,Dr.,Cristiano Santana De Castro,Belo Horizonte,belo-horizonte,minas-gerais-mg,dentista,71.0,0,250.0
1555,622937,Dra.,Luiza De Miranda Lima,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,263.0,1,200.0
1556,708061,Dr.,Marcos Miranda,João Monlevade,joao-monlevade,minas-gerais-mg,oncologista,0.0,0,230.0
1557,683337,,Lívia De Macedo,Uberlândia,uberlandia,minas-gerais-mg,psicologo,5.0,1,200.0
1558,727801,Prof.,Paula Pelizer,Belo Horizonte,belo-horizonte,minas-gerais-mg,terapeuta-complementar,0.0,0,60.0
1559,711964,,Luciene Dos Santos Ferreira Guimarães,Belo Horizonte,belo-horizonte,minas-gerais-mg,terapeuta-complementar,0.0,0,155.0
1560,710313,,Rafael Madeira Silva,Belo Horizonte,belo-horizonte,minas-gerais-mg,terapeuta-complementar,0.0,0,80.0
1561,507389,Dra.,Camila Sampaio Santos,Belo Horizonte,nova-lima,minas-gerais-mg,generalista,1.0,0,200.0
1562,44208,Dr.,Keipson Rodrigues Costa,Pedro Leopoldo,pedro-leopoldo,minas-gerais-mg,ortopedista-traumatologista,108.0,0,330.0
1563,754932,,Ana Paula Da Silva,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,11.0,1,100.0
1564,337963,Dr.,Conrado Ceccon,Uberlândia,uberlandia,minas-gerais-mg,cardiologista,13.0,0,350.0
1565,637460,Dra.,Maria Eduarda Franco Assuncao Petroni,Uberaba,uberaba,minas-gerais-mg,dermatologista,0.0,1,300.0
1566,692231,,Laila Soares Nascimento,Contagem,contagem,minas-gerais-mg,nutricionista,8.0,0,1.0
1567,249130,Dr.,Marco Antonio Silva Couy,Belo Horizonte,belo-horizonte,minas-gerais-mg,otorrino,31.0,0,350.0
1568,21299,Dr.,Carmindo Silva Neto,Manhumirim,carangola,minas-gerais-mg,otorrino,25.0,0,110.0
